"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A000000 ","-------------","-------------","-----------",""
"Entity[558727] Report(A6000J0)","Entity[558727] Report(A6000J0[00000])","Entity[558727] Report(A6000J0[00100])", ,"Entity[558727] Report(A6000J0[00300])","Entity[558727] Report(A6000J0[00400])","Entity[558727] Report(A6000J0[00500])", ,"Entity[558727] Report(A6000J0[00700])","Entity[558727] Report(A6000J0[00800])","Entity[558727] Report(A6000J0[00900])"
"Line(00100)","SLEEP LAB","J", ,"90","2099214","866117", ,"101","2099214","866117"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000K0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000K0)","Entity[558727] Report(A6000K0[00000])","Entity[558727] Report(A6000K0[00100])", ,"Entity[558727] Report(A6000K0[00300])","Entity[558727] Report(A6000K0[00400])","Entity[558727] Report(A6000K0[00500])", ,"Entity[558727] Report(A6000K0[00700])","Entity[558727] Report(A6000K0[00800])","Entity[558727] Report(A6000K0[00900])"
"Line(00100)","HOSPICE","K", ,"116","3709354","1978958", ,"101","3709354","1978958"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000L0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000L0)","Entity[558727] Report(A6000L0[00000])","Entity[558727] Report(A6000L0[00100])", ,"Entity[558727] Report(A6000L0[00300])","Entity[558727] Report(A6000L0[00400])","Entity[558727] Report(A6000L0[00500])", ,"Entity[558727] Report(A6000L0[00700])","Entity[558727] Report(A6000L0[00800])","Entity[558727] Report(A6000L0[00900])"
"Line(00100)","NURSERY & L&D","L", ,"43","1394916","145030", ,"30","8387806","933250"
"Line(00200)","NURSERY & L&D","L", ,"52","6992890","788220"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000M0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000M0)","Entity[558727] Report(A6000M0[00000])","Entity[558727] Report(A6000M0[00100])", ,"Entity[558727] Report(A6000M0[00300])","Entity[558727] Report(A6000M0[00400])","Entity[558727] Report(A6000M0[00500])", ,"Entity[558727] Report(A6000M0[00700])","Entity[558727] Report(A6000M0[00800])","Entity[558727] Report(A6000M0[00900])"
"Line(00100)","PARAMED ED","M", ,"23","562758","43051", ,"54","562758","43051"
"Line(00200)","PARAMED ED","M", ,"23","525044","40166", ,"15","515649","39447"
"Line(00300)","PARAMED ED","M", ,"23","39331","3009", ,"90","2907","222"
"Line(00400)","PARAMED ED","M", ,"23","250918","19195", ,"91","6488","496"
"Line(00500)","PARAMED ED","M", ,"23","27298","2088", ,"15","15788","1208"
"Line(00600)","PARAMED ED","M", ,"23","88052","6736", ,"73","17903","1370"
"Line(00700)","PARAMED ED","M", , , , , ,"101","5640","431"
"Line(00800)","PARAMED ED","M", , , , , ,"60","221930","16978"
"Line(00900)","PARAMED ED","M", , , , , ,"63","28988","2218"
"Line(01000)","PARAMED ED","M", , , , , ,"5","960","73"
"Line(01100)","PARAMED ED","M", , , , , ,"65","80","6"
"Line(01200)","PARAMED ED","M", , , , , ,"91","26258","2009"
"Line(01300)","PARAMED ED","M", , , , , ,"50","88052","6736"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000N0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000N0)","Entity[558727] Report(A6000N0[00000])","Entity[558727] Report(A6000N0[00100])", ,"Entity[558727] Report(A6000N0[00300])", ,"Entity[558727] Report(A6000N0[00500])", ,"Entity[558727] Report(A6000N0[00700])", ,"Entity[558727] Report(A6000N0[00900])"
"Line(00100)","PTO ALLOCATION","N", ,"4", ,"7935292", ,"5", ,"253229"
"Line(00200)","PTO ALLOCATION","N", ,"101", ,"90324", ,"7", ,"35310"
"Line(00300)","PTO ALLOCATION","N", , , , , ,"10", ,"121588"
"Line(00400)","PTO ALLOCATION","N", , , , , ,"13", ,"232095"
"Line(00500)","PTO ALLOCATION","N", , , , , ,"14", ,"40350"
"Line(00600)","PTO ALLOCATION","N", , , , , ,"15", ,"411231"
"Line(00700)","PTO ALLOCATION","N", , , , , ,"16", ,"5626"
"Line(00800)","PTO ALLOCATION","N", , , , , ,"17", ,"66417"
"Line(00900)","PTO ALLOCATION","N", , , , , ,"18", ,"30984"
"Line(01000)","PTO ALLOCATION","N", , , , , ,"22", ,"8038"
"Line(01100)","PTO ALLOCATION","N", , , , , ,"23", ,"1496"
"Line(01200)","PTO ALLOCATION","N", , , , , ,"23", ,"4418"
"Line(01300)","PTO ALLOCATION","N", , , , , ,"23", ,"5614"
"Line(01400)","PTO ALLOCATION","N", , , , , ,"23", ,"2910"
"Line(01500)","PTO ALLOCATION","N", , , , , ,"23", ,"8270"
"Line(01600)","PTO ALLOCATION","N", , , , , ,"23", ,"3357"
"Line(01700)","PTO ALLOCATION","N", , , , , ,"23", ,"6767"
"Line(01800)","PTO ALLOCATION","N", , , , , ,"23", ,"2006"
"Line(01900)","PTO ALLOCATION","N", , , , , ,"23", ,"2935"
"Line(02000)","PTO ALLOCATION","N", , , , , ,"30", ,"2088222"
"Line(02100)","PTO ALLOCATION","N", , , , , ,"31", ,"229543"
"Line(02200)","PTO ALLOCATION","N", , , , , ,"32", ,"172735"
"Line(02300)","PTO ALLOCATION","N", , , , , ,"32", ,"68531"
"Line(02400)","PTO ALLOCATION","N", , , , , ,"33", ,"20854"
"Line(02500)","PTO ALLOCATION","N", , , , , ,"34", ,"65259"
"Line(02600)","PTO ALLOCATION","N", , , , , ,"34", ,"130893"
"Line(02700)","PTO ALLOCATION","N", , , , , ,"34", ,"28596"
"Line(02800)","PTO ALLOCATION","N", , , , , ,"34", ,"21492"
"Line(02900)","PTO ALLOCATION","N", , , , , ,"40", ,"52945"
"Line(03000)","PTO ALLOCATION","N", , , , , ,"43", ,"34901"
"Line(03100)","PTO ALLOCATION","N", , , , , ,"50", ,"459528"
"Line(03200)","PTO ALLOCATION","N", , , , , ,"50", ,"18838"
"Line(03300)","PTO ALLOCATION","N", , , , , ,"51", ,"82893"
"Line(03400)","PTO ALLOCATION","N", , , , , ,"53", ,"21450"
"Line(03500)","PTO ALLOCATION","N", , , , , ,"53", ,"37277"
"Line(03600)","PTO ALLOCATION","N", , , , , ,"54", ,"354419"
"Line(03700)","PTO ALLOCATION","N", , , , , ,"55", ,"55334"
"Line(03800)","PTO ALLOCATION","N", , , , , ,"56", ,"12560"
"Line(03900)","PTO ALLOCATION","N", , , , , ,"60", ,"441720"
"Line(04000)","PTO ALLOCATION","N", , , , , ,"60", ,"14112"
"Line(04100)","PTO ALLOCATION","N", , , , , ,"60", ,"15009"
"Line(04200)","PTO ALLOCATION","N", , , , , ,"63", ,"47528"
"Line(04300)","PTO ALLOCATION","N", , , , , ,"65", ,"296423"
"Line(04400)","PTO ALLOCATION","N", , , , , ,"66", ,"147444"
"Line(04500)","PTO ALLOCATION","N", , , , , ,"67", ,"33181"
"Line(04600)","PTO ALLOCATION","N", , , , , ,"68", ,"50422"
"Line(04700)","PTO ALLOCATION","N", , , , , ,"69", ,"40360"
"Line(04800)","PTO ALLOCATION","N", , , , , ,"70", ,"74806"
"Line(04900)","PTO ALLOCATION","N", , , , , ,"71", ,"3560"
"Line(05000)","PTO ALLOCATION","N", , , , , ,"73", ,"117157"
"Line(05100)","PTO ALLOCATION","N", , , , , ,"74", ,"102705"
"Line(05200)","PTO ALLOCATION","N", , , , , ,"76", ,"7821"
"Line(05300)","PTO ALLOCATION","N", , , , , ,"76", ,"34019"
"Line(05400)","PTO ALLOCATION","N", , , , , ,"76", ,"2214"
"Line(05500)","PTO ALLOCATION","N", , , , , ,"76", ,"70359"
"Line(05600)","PTO ALLOCATION","N", , , , , ,"76", ,"59306"
"Line(05700)","PTO ALLOCATION","N", , , , , ,"77", ,"3311"
"Line(05800)","PTO ALLOCATION","N", , , , , ,"90", ,"34227"
"Line(05900)","PTO ALLOCATION","N", , , , , ,"90", ,"228713"
"Line(06000)","PTO ALLOCATION","N", , , , , ,"90", ,"3037"
"Line(06100)","PTO ALLOCATION","N", , , , , ,"90", ,"5878"
"Line(06200)","PTO ALLOCATION","N", , , , , ,"90", ,"29965"
"Line(06300)","PTO ALLOCATION","N", , , , , ,"90", ,"58762"
"Line(06400)","PTO ALLOCATION","N", , , , , ,"90", ,"1761"
"Line(06500)","PTO ALLOCATION","N", , , , , ,"90", ,"15"
"Line(06600)","PTO ALLOCATION","N", , , , , ,"90", ,"3456"
"Line(06700)","PTO ALLOCATION","N", , , , , ,"90", ,"1004"
"Line(06800)","PTO ALLOCATION","N", , , , , ,"90", ,"12435"
"Line(06900)","PTO ALLOCATION","N", , , , , ,"90", ,"8779"
"Line(07000)","PTO ALLOCATION","N", , , , , ,"90", ,"7691"
"Line(07100)","PTO ALLOCATION","N", , , , , ,"90", ,"6316"
"Line(07200)","PTO ALLOCATION","N", , , , , ,"90", ,"2843"
"Line(07300)","PTO ALLOCATION","N", , , , , ,"90", ,"11652"
"Line(07400)","PTO ALLOCATION","N", , , , , ,"91", ,"279657"
"Line(07500)","PTO ALLOCATION","N", , , , , ,"94", ,"13363"
"Line(07600)","PTO ALLOCATION","N", , , , , ,"95", ,"100716"
"Line(07700)","PTO ALLOCATION","N", , , , , ,"105", ,"80461"
"Line(07800)","PTO ALLOCATION","N", , , , , ,"106", ,"7596"
"Line(07900)","PTO ALLOCATION","N", , , , , ,"107", ,"15135"
"Line(08000)","PTO ALLOCATION","N", , , , , ,"108", ,"9563"
"Line(08100)","PTO ALLOCATION","N", , , , , ,"109", ,"4805"
"Line(08200)","PTO ALLOCATION","N", , , , , ,"110", ,"4066"
"Line(08300)","PTO ALLOCATION","N", , , , , ,"112", ,"3118"
"Line(08400)","PTO ALLOCATION","N", , , , , ,"191", ,"40198"
"Line(08500)","PTO ALLOCATION","N", , , , , ,"191", ,"23343"
"Line(08600)","PTO ALLOCATION","N", , , , , ,"192", ,"2406"
"Line(08700)","PTO ALLOCATION","N", , , , , ,"192", ,"101553"
"Line(08800)","PTO ALLOCATION","N", , , , , ,"192", ,"64208"
"Line(08900)","PTO ALLOCATION","N", , , , , ,"192", ,"1509"
"Line(09000)","PTO ALLOCATION","N", , , , , ,"192", ,"1092"
"Line(09100)","PTO ALLOCATION","N", , , , , ,"192", ,"2140"
"Line(09200)","PTO ALLOCATION","N", , , , , ,"192", ,"67635"
"Line(09300)","PTO ALLOCATION","N", , , , , ,"192", ,"435"
"Line(09400)","PTO ALLOCATION","N", , , , , ,"192", ,"9067"
"Line(09500)","PTO ALLOCATION","N", , , , , ,"90", ,"16648"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000O0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000O0)","Entity[558727] Report(A6000O0[00000])","Entity[558727] Report(A6000O0[00100])", ,"Entity[558727] Report(A6000O0[00300])","Entity[558727] Report(A6000O0[00400])","Entity[558727] Report(A6000O0[00500])", ,"Entity[558727] Report(A6000O0[00700])","Entity[558727] Report(A6000O0[00800])","Entity[558727] Report(A6000O0[00900])"
"Line(00100)","RENAL ADMIN","O", ,"94","135057","15484", ,"74","135057","15484"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000P0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000P0)","Entity[558727] Report(A6000P0[00000])","Entity[558727] Report(A6000P0[00100])", ,"Entity[558727] Report(A6000P0[00300])", ,"Entity[558727] Report(A6000P0[00500])", ,"Entity[558727] Report(A6000P0[00700])", ,"Entity[558727] Report(A6000P0[00900])"
"Line(00100)","PHONES","P", ,"5", ,"69125", ,"10", ,"1239"
"Line(00200)","PHONES","P", ,"60", ,"2264", ,"30", ,"6699"
"Line(00300)","PHONES","P", , , , , ,"50", ,"4574"
"Line(00400)","PHONES","P", , , , , ,"53", ,"330"
"Line(00500)","PHONES","P", , , , , ,"54", ,"2500"
"Line(00600)","PHONES","P", , , , , ,"66", ,"197"
"Line(00700)","PHONES","P", , , , , ,"68", ,"198"
"Line(00800)","PHONES","P", , , , , ,"73", ,"82"
"Line(00900)","PHONES","P", , , , , ,"76", ,"8452"
"Line(01000)","PHONES","P", , , , , ,"90", ,"1112"
"Line(01100)","PHONES","P", , , , , ,"90", ,"30415"
"Line(01200)","PHONES","P", , , , , ,"90", ,"36"
"Line(01300)","PHONES","P", , , , , ,"90", ,"710"
"Line(01400)","PHONES","P", , , , , ,"91", ,"7275"
"Line(01500)","PHONES","P", , , , , ,"95", ,"47"
"Line(01600)","PHONES","P", , , , , ,"101", ,"2047"
"Line(01700)","PHONES","P", , , , , ,"105", ,"378"
"Line(01800)","PHONES","P", , , , , ,"107", ,"378"
"Line(01900)","PHONES","P", , , , , ,"192", ,"4720"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000Q0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000Q0)","Entity[558727] Report(A6000Q0[00000])","Entity[558727] Report(A6000Q0[00100])", ,"Entity[558727] Report(A6000Q0[00300])","Entity[558727] Report(A6000Q0[00400])","Entity[558727] Report(A6000Q0[00500])", ,"Entity[558727] Report(A6000Q0[00700])","Entity[558727] Report(A6000Q0[00800])","Entity[558727] Report(A6000Q0[00900])"
"Line(00100)","FQHC NON-REIMBURSABLE","Q", ,"192","26360","54431", ,"89","26360","54431"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000R0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000R0)","Entity[558727] Report(A6000R0[00000])","Entity[558727] Report(A6000R0[00100])", ,"Entity[558727] Report(A6000R0[00300])","Entity[558727] Report(A6000R0[00400])","Entity[558727] Report(A6000R0[00500])", ,"Entity[558727] Report(A6000R0[00700])","Entity[558727] Report(A6000R0[00800])","Entity[558727] Report(A6000R0[00900])"
"Line(00100)","ORGANS","R", ,"108","238438","53655", ,"105","1202367","279891"
"Line(00200)","ORGANS","R", ,"107","636687","136139"
"Line(00300)","ORGANS","R", ,"106","149142","32470"
"Line(00400)","ORGANS","R", ,"109","2960","31315"
"Line(00500)","ORGANS","R", ,"110","175140","26312"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000S0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000S0)","Entity[558727] Report(A6000S0[00000])","Entity[558727] Report(A6000S0[00100])", ,"Entity[558727] Report(A6000S0[00300])","Entity[558727] Report(A6000S0[00400])","Entity[558727] Report(A6000S0[00500])", ,"Entity[558727] Report(A6000S0[00700])","Entity[558727] Report(A6000S0[00800])","Entity[558727] Report(A6000S0[00900])"
"Line(00100)","PRE-POST TRANSPLANT","S", ,"112","3304931","435432", ,"108","467256","60221"
"Line(00200)","PRE-POST TRANSPLANT","S", , , , , ,"105","1133981","164873"
"Line(00300)","PRE-POST TRANSPLANT","S", , , , , ,"107","918163","113764"
"Line(00400)","PRE-POST TRANSPLANT","S", , , , , ,"106","421640","51062"
"Line(00500)","PRE-POST TRANSPLANT","S", , , , , ,"109","100455","17609"
"Line(00600)","PRE-POST TRANSPLANT","S", , , , , ,"110","263436","27903"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000T0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000T0)","Entity[558727] Report(A6000T0[00000])","Entity[558727] Report(A6000T0[00100])", ,"Entity[558727] Report(A6000T0[00300])", ,"Entity[558727] Report(A6000T0[00500])", ,"Entity[558727] Report(A6000T0[00700])", ,"Entity[558727] Report(A6000T0[00900])"
"Line(00100)","ACQUISITION WORK-UP EXP","T", ,"105", ,"2696", ,"109", ,"2696"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000U0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000U0)","Entity[558727] Report(A6000U0[00000])","Entity[558727] Report(A6000U0[00100])", ,"Entity[558727] Report(A6000U0[00300])","Entity[558727] Report(A6000U0[00400])", , ,"Entity[558727] Report(A6000U0[00700])","Entity[558727] Report(A6000U0[00800])"
"Line(00100)","NON-TXPL EMPLOYEES","U", ,"105","55214", , ,"10","28822"
"Line(00200)","NON-TXPL EMPLOYEES","U", , , , , ,"17","4548"
"Line(00300)","NON-TXPL EMPLOYEES","U", , , , , ,"30","4800"
"Line(00400)","NON-TXPL EMPLOYEES","U", , , , , ,"192","17044"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000V0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000V0)","Entity[558727] Report(A6000V0[00000])","Entity[558727] Report(A6000V0[00100])", ,"Entity[558727] Report(A6000V0[00300])", ,"Entity[558727] Report(A6000V0[00500])", ,"Entity[558727] Report(A6000V0[00700])", ,"Entity[558727] Report(A6000V0[00900])"
"Line(00100)","ADVERTISING","V", ,"192", ,"1298269", ,"5", ,"79125"
"Line(00200)","ADVERTISING","V", , , , , ,"13", ,"1378"
"Line(00300)","ADVERTISING","V", , , , , ,"23", ,"3229"
"Line(00400)","ADVERTISING","V", , , , , ,"23", ,"56"
"Line(00500)","ADVERTISING","V", , , , , ,"23", ,"953"
"Line(00600)","ADVERTISING","V", , , , , ,"54", ,"618"
"Line(00700)","ADVERTISING","V", , , , , ,"60", ,"443"
"Line(00800)","ADVERTISING","V", , , , , ,"73", ,"1926"
"Line(00900)","ADVERTISING","V", , , , , ,"76", ,"64728"
"Line(01000)","ADVERTISING","V", , , , , ,"76", ,"159"
"Line(01100)","ADVERTISING","V", , , , , ,"77", ,"1005"
"Line(01200)","ADVERTISING","V", , , , , ,"90", ,"10"
"Line(01300)","ADVERTISING","V", , , , , ,"90", ,"1783"
"Line(01400)","ADVERTISING","V", , , , , ,"91", ,"13782"
"Line(01500)","ADVERTISING","V", , , , , ,"95", ,"25692"
"Line(01600)","ADVERTISING","V", , , , , ,"101", ,"3564"
"Line(01700)","ADVERTISING","V", , , , , ,"105", ,"1384"
"Line(01800)","ADVERTISING","V", , , , , ,"191", ,"696"
"Line(01900)","ADVERTISING","V", , , , , ,"191", ,"459800"
"Line(02000)","ADVERTISING","V", , , , , ,"192", ,"634147"
"Line(02100)","ADVERTISING","V", , , , , ,"192", ,"3568"
"Line(02200)","ADVERTISING","V", , , , , ,"192", ,"223"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000W0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000W0)","Entity[558727] Report(A6000W0[00000])","Entity[558727] Report(A6000W0[00100])", ,"Entity[558727] Report(A6000W0[00300])", ,"Entity[558727] Report(A6000W0[00500])", ,"Entity[558727] Report(A6000W0[00700])", ,"Entity[558727] Report(A6000W0[00900])"
"Line(00100)","PHYSICIANS","W", ,"91", ,"4628595", ,"5", ,"348000"
"Line(00200)","PHYSICIANS","W", ,"90", ,"150000", ,"191", ,"1509970"
"Line(00300)","PHYSICIANS","W", , , , , ,"192", ,"2920625"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A700001 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[558727] Report(A700001)", ,"Entity[558727] Report(A700001[00100])","Entity[558727] Report(A700001[00200])", ,"Entity[558727] Report(A700001[00400])","Entity[558727] Report(A700001[00500])","Entity[558727] Report(A700001[00600])"
"Line(00100)", ,"140152000", , , ,"195000","139957000"
"Line(00200)", ,"38201000","1038000", ,"1038000", ,"39239000"
"Line(00300)", ,"1149122000","89323000", ,"89323000", ,"1238445000"
"Line(00400)", ,"606044000","13418000", ,"13418000", ,"619462000"
"Line(00500)", ,"43610000", , , ,"120000","43490000"
"Line(00600)", ,"1337230000","42817000", ,"42817000", ,"1380047000"
"Line(00700)", ,"148364394", , , , ,"148364394"
"Line(00800)", ,"2147483647","146596000", ,"146596000","315000","2147483647"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A700003 ","-------------","-------------","-----------",""
"","","","","","Acquisitions","","","Disposals","","Fully"
"","","","","Beginning","","","","and","Ending","Depreciated"
"","","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets"
"","","","","1","2","3","4","5","6","7"
"Entity[558727] Report(A700003)", ,"Entity[558727] Report(A700003[00100])", ,"Entity[558727] Report(A700003[00300])","Entity[558727] Report(A700003[00400])", , , , ,"Entity[558727] Report(A700003[00900])", , , , , ,"Entity[558727] Report(A700003[01500])"
"Line(00100)", ,"2080593000", ,"2080593000","1", , , , ,"38780415", , , , , ,"38780415"
"Line(00200)", ,"1528411394", ,"1528411394","0", , , , ,"61635308", , , , , ,"61635308"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A800000 ","-------------","-------------","-----------",""
"","DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst."
"","","","","THE AMOUNT IS TO BE ADJUSTED","","A-7"
"","","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref."
"","","1","2","3","4","5"
"Entity[558727] Report(A800000)","Entity[558727] Report(A800000[00000])","Entity[558727] Report(A800000[00100])","Entity[558727] Report(A800000[00200])","Entity[558727] Report(A800000[00300])","Entity[558727] Report(A800000[00400])","Entity[558727] Report(A800000[00500])"
"Line(01000)", , ,"-52500529"
"Line(01200)", , ,"146002264"
"Line(03300)","CATERING/FOOD REVENUE","B","-398923","DIETARY","10"
"Line(03301)","CATERING/FOOD REVENUE","B","-188967","CAFETERIA","11"
"Line(03302)","CATERING/FOOD REVENUE","B","-1150","PARAMED EMERGENCY","23"
"Line(03303)","CATERING/FOOD REVENUE","B","-2674","PULMONARY FUNCTION TESTING","53"
"Line(03304)","CATERING/FOOD REVENUE","B","67","ELECTROCARDIOLOGY","69"
"Line(03309)","MEDICAL EDUCATION SUPPORT","A","10000000","I&R SERVICES-OTHER PRGM COSTS APPRV","22"
"Line(03311)","UNNECESSARY INTEREST","A","-438994","OTHER ADMINISTRATIVE AND GENERAL","5"
"Line(03312)","MEDICAID HAF FEES (FROM HOME OFC)","A","40157913","OTHER ADMINISTRATIVE AND GENERAL","5"
