"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A000000 ","-------------","-------------","-----------",""
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A6000Z0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A6000Z0)","Entity[549652] Report(A6000Z0[00000])","Entity[549652] Report(A6000Z0[00100])", ,"Entity[549652] Report(A6000Z0[00300])", ,"Entity[549652] Report(A6000Z0[00500])", ,"Entity[549652] Report(A6000Z0[00700])", ,"Entity[549652] Report(A6000Z0[00900])"
"Line(00100)","EMPLOYEE RECOGNITION","Z", ,"4", ,"481304", ,"4", ,"3581"
"Line(00200)","EMPLOYEE RECOGNITION","Z", ,"12", ,"2302", ,"5", ,"1049"
"Line(00300)","EMPLOYEE RECOGNITION","Z", , , , , ,"5", ,"11395"
"Line(00400)","EMPLOYEE RECOGNITION","Z", , , , , ,"6", ,"26764"
"Line(00500)","EMPLOYEE RECOGNITION","Z", , , , , ,"12", ,"120"
"Line(00600)","EMPLOYEE RECOGNITION","Z", , , , , ,"12", ,"3686"
"Line(00700)","EMPLOYEE RECOGNITION","Z", , , , , ,"12", ,"269"
"Line(00800)","EMPLOYEE RECOGNITION","Z", , , , , ,"12", ,"10"
"Line(00900)","EMPLOYEE RECOGNITION","Z", , , , , ,"13", ,"33293"
"Line(01000)","EMPLOYEE RECOGNITION","Z", , , , , ,"13", ,"174"
"Line(01100)","EMPLOYEE RECOGNITION","Z", , , , , ,"13", ,"1081"
"Line(01200)","EMPLOYEE RECOGNITION","Z", , , , , ,"13", ,"189"
"Line(01300)","EMPLOYEE RECOGNITION","Z", , , , , ,"16", ,"18"
"Line(01400)","EMPLOYEE RECOGNITION","Z", , , , , ,"16", ,"300"
"Line(01500)","EMPLOYEE RECOGNITION","Z", , , , , ,"23", ,"73"
"Line(01600)","EMPLOYEE RECOGNITION","Z", , , , , ,"30", ,"297"
"Line(01700)","EMPLOYEE RECOGNITION","Z", , , , , ,"50", ,"1793"
"Line(01800)","EMPLOYEE RECOGNITION","Z", , , , , ,"53", ,"17"
"Line(01900)","EMPLOYEE RECOGNITION","Z", , , , , ,"54", ,"1323"
"Line(02000)","EMPLOYEE RECOGNITION","Z", , , , , ,"56", ,"64"
"Line(02100)","EMPLOYEE RECOGNITION","Z", , , , , ,"60", ,"4376"
"Line(02200)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"239"
"Line(02300)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"202"
"Line(02400)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"221"
"Line(02500)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"1365"
"Line(02600)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"100"
"Line(02700)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"264"
"Line(02800)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"427"
"Line(02900)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"1130"
"Line(03000)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"157"
"Line(03100)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"2328"
"Line(03200)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"897"
"Line(03300)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"967"
"Line(03400)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"26"
"Line(03500)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"13"
"Line(03600)","EMPLOYEE RECOGNITION","Z", , , , , ,"90", ,"16"
"Line(03700)","EMPLOYEE RECOGNITION","Z", , , , , ,"191", ,"10154"
"Line(03800)","EMPLOYEE RECOGNITION","Z", , , , , ,"191", ,"3487"
"Line(03900)","EMPLOYEE RECOGNITION","Z", , , , , ,"194", ,"371194"
"Line(04000)","EMPLOYEE RECOGNITION","Z", , , , , ,"194", ,"547"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600AB0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600AB0)","Entity[549652] Report(A600AB0[00000])","Entity[549652] Report(A600AB0[00100])", ,"Entity[549652] Report(A600AB0[00300])", ,"Entity[549652] Report(A600AB0[00500])", ,"Entity[549652] Report(A600AB0[00700])", ,"Entity[549652] Report(A600AB0[00900])"
"Line(00100)","IMPLANTABLE DEVICES","AB", ,"72", ,"11175310", ,"50", ,"6593491"
"Line(00200)","IMPLANTABLE DEVICES","AB", , , , , ,"71", ,"4581819"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600AD0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600AD0)","Entity[549652] Report(A600AD0[00000])","Entity[549652] Report(A600AD0[00100])", ,"Entity[549652] Report(A600AD0[00300])", ,"Entity[549652] Report(A600AD0[00500])", ,"Entity[549652] Report(A600AD0[00700])", ,"Entity[549652] Report(A600AD0[00900])"
"Line(00100)","LINEN EXPENSE","AD", ,"8", ,"4444981", ,"14", ,"4444981"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600AI0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600AI0)","Entity[549652] Report(A600AI0[00000])","Entity[549652] Report(A600AI0[00100])", ,"Entity[549652] Report(A600AI0[00300])","Entity[549652] Report(A600AI0[00400])", , ,"Entity[549652] Report(A600AI0[00700])","Entity[549652] Report(A600AI0[00800])"
"Line(00100)","PARAMEDICAL EDUCATION","AI", ,"23","647880", , ,"4","81"
"Line(00200)","PARAMEDICAL EDUCATION","AI", ,"23","315878", , ,"5","206"
"Line(00300)","PARAMEDICAL EDUCATION","AI", , , , , ,"15","315851"
"Line(00400)","PARAMEDICAL EDUCATION","AI", , , , , ,"21","521506"
"Line(00500)","PARAMEDICAL EDUCATION","AI", , , , , ,"191","50816"
"Line(00600)","PARAMEDICAL EDUCATION","AI", , , , , ,"192","75298"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600AK0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600AK0)","Entity[549652] Report(A600AK0[00000])","Entity[549652] Report(A600AK0[00100])", ,"Entity[549652] Report(A600AK0[00300])","Entity[549652] Report(A600AK0[00400])","Entity[549652] Report(A600AK0[00500])", ,"Entity[549652] Report(A600AK0[00700])","Entity[549652] Report(A600AK0[00800])","Entity[549652] Report(A600AK0[00900])"
"Line(00100)","DME","AK", ,"97","341357","1899273", ,"14","341357","1899273"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600AL0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600AL0)","Entity[549652] Report(A600AL0[00000])","Entity[549652] Report(A600AL0[00100])", ,"Entity[549652] Report(A600AL0[00300])","Entity[549652] Report(A600AL0[00400])","Entity[549652] Report(A600AL0[00500])", ,"Entity[549652] Report(A600AL0[00700])","Entity[549652] Report(A600AL0[00800])","Entity[549652] Report(A600AL0[00900])"
"Line(00100)","DME BEDS","AL", ,"30","315608","1756010", ,"97","315608","1756010"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600AT0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600AT0)","Entity[549652] Report(A600AT0[00000])","Entity[549652] Report(A600AT0[00100])", ,"Entity[549652] Report(A600AT0[00300])","Entity[549652] Report(A600AT0[00400])","Entity[549652] Report(A600AT0[00500])", ,"Entity[549652] Report(A600AT0[00700])","Entity[549652] Report(A600AT0[00800])","Entity[549652] Report(A600AT0[00900])"
"Line(00100)","GLOBAL DEVELOPMENT PROGRAM","AT", ,"194","895728","140695", ,"4","6052","480"
"Line(00200)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"4","23022","4397"
"Line(00300)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"5","178","44"
"Line(00400)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"5","8213","429"
"Line(00500)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"6","1531","232"
"Line(00600)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"12","6496","560"
"Line(00700)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"12","189","54"
"Line(00800)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"12","4043","661"
"Line(00900)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"12","31606","7373"
"Line(01000)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"13","21718","2797"
"Line(01100)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"13","11380","1979"
"Line(01200)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"13","8304","1390"
"Line(01300)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"13","195961","26821"
"Line(01400)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"13","129","27"
"Line(01500)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"13","14","3"
"Line(01600)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"15","6260","990"
"Line(01700)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"16","6695","1386"
"Line(01800)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"16","76460","16768"
"Line(01900)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"21","264","33"
"Line(02000)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"50","20042","2609"
"Line(02100)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"53","4718","647"
"Line(02200)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"54","111014","18354"
"Line(02300)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"54","40","9"
"Line(02400)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"55","108402","15463"
"Line(02500)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"60","1973","307"
"Line(02600)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"60","191","24"
"Line(02700)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"62","3432","694"
"Line(02800)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","6661","1123"
"Line(02900)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","6269","817"
"Line(03000)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","2513","340"
"Line(03100)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","2223","454"
"Line(03200)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","6387","858"
"Line(03300)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","35","2"
"Line(03400)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","31140","4150"
"Line(03500)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","5252","730"
"Line(03600)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","11891","1519"
"Line(03700)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","77809","9794"
"Line(03800)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","9033","1204"
"Line(03900)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","1061","157"
"Line(04000)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","549","111"
"Line(04100)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","514","112"
"Line(04200)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"90","289","68"
"Line(04300)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"191","16516","2660"
"Line(04400)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"191","14","2"
"Line(04500)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"192","48262","9646"
"Line(04600)","GLOBAL DEVELOPMENT PROGRAM","AT", , , , , ,"194","10983","2417"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600BA0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600BA0)","Entity[549652] Report(A600BA0[00000])","Entity[549652] Report(A600BA0[00100])", ,"Entity[549652] Report(A600BA0[00300])","Entity[549652] Report(A600BA0[00400])", , ,"Entity[549652] Report(A600BA0[00700])","Entity[549652] Report(A600BA0[00800])"
"Line(00100)","I&R SALARIES","BA", ,"21","860189", , ,"4","7332"
"Line(00200)","I&R SALARIES","BA", ,"191","314698", , ,"5","139100"
"Line(00300)","I&R SALARIES","BA", , , , , ,"12","51265"
"Line(00400)","I&R SALARIES","BA", , , , , ,"12","750"
"Line(00500)","I&R SALARIES","BA", , , , , ,"13","12124"
"Line(00600)","I&R SALARIES","BA", , , , , ,"50","174833"
"Line(00700)","I&R SALARIES","BA", , , , , ,"53","11694"
"Line(00800)","I&R SALARIES","BA", , , , , ,"54","121573"
"Line(00900)","I&R SALARIES","BA", , , , , ,"55","78716"
"Line(01000)","I&R SALARIES","BA", , , , , ,"60","90739"
"Line(01100)","I&R SALARIES","BA", , , , , ,"60","496"
"Line(01200)","I&R SALARIES","BA", , , , , ,"65","886"
"Line(01300)","I&R SALARIES","BA", , , , , ,"90","13074"
"Line(01400)","I&R SALARIES","BA", , , , , ,"90","5897"
"Line(01500)","I&R SALARIES","BA", , , , , ,"90","25431"
"Line(01600)","I&R SALARIES","BA", , , , , ,"90","935"
"Line(01700)","I&R SALARIES","BA", , , , , ,"90","4536"
"Line(01800)","I&R SALARIES","BA", , , , , ,"90","11488"
"Line(01900)","I&R SALARIES","BA", , , , , ,"90","5275"
"Line(02000)","I&R SALARIES","BA", , , , , ,"90","154"
"Line(02100)","I&R SALARIES","BA", , , , , ,"90","72748"
"Line(02200)","I&R SALARIES","BA", , , , , ,"90","15439"
"Line(02300)","I&R SALARIES","BA", , , , , ,"90","287108"
"Line(02400)","I&R SALARIES","BA", , , , , ,"90","86"
"Line(02500)","I&R SALARIES","BA", , , , , ,"90","7187"
"Line(02600)","I&R SALARIES","BA", , , , , ,"90","23045"
"Line(02700)","I&R SALARIES","BA", , , , , ,"90","3544"
"Line(02800)","I&R SALARIES","BA", , , , , ,"90","9432"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600BB0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600BB0)","Entity[549652] Report(A600BB0[00000])","Entity[549652] Report(A600BB0[00100])", ,"Entity[549652] Report(A600BB0[00300])","Entity[549652] Report(A600BB0[00400])", , ,"Entity[549652] Report(A600BB0[00700])","Entity[549652] Report(A600BB0[00800])"
"Line(00100)","I&R SALARIES IN NON-APPROV PRGMS","BB", ,"100","4834887", , ,"21","4834887"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600BC0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600BC0)","Entity[549652] Report(A600BC0[00000])","Entity[549652] Report(A600BC0[00100])", ,"Entity[549652] Report(A600BC0[00300])","Entity[549652] Report(A600BC0[00400])","Entity[549652] Report(A600BC0[00500])", ,"Entity[549652] Report(A600BC0[00700])","Entity[549652] Report(A600BC0[00800])","Entity[549652] Report(A600BC0[00900])"
"Line(00100)","NON-APPR TEACHING COST","BC", ,"194","1489247","835591", ,"21","1489247","835591"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600CA0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600CA0)","Entity[549652] Report(A600CA0[00000])","Entity[549652] Report(A600CA0[00100])", ,"Entity[549652] Report(A600CA0[00300])","Entity[549652] Report(A600CA0[00400])","Entity[549652] Report(A600CA0[00500])", ,"Entity[549652] Report(A600CA0[00700])","Entity[549652] Report(A600CA0[00800])","Entity[549652] Report(A600CA0[00900])"
"Line(00100)","FACULTY SALARIES TO 12.20","CA", ,"12","345658502","63129913", ,"4","731561"
"Line(00200)","FACULTY SALARIES TO 12.20","CA", , , , , ,"4","59720060","47539876"
"Line(00300)","FACULTY SALARIES TO 12.20","CA", , , , , ,"5","155403"
"Line(00400)","FACULTY SALARIES TO 12.20","CA", , , , , ,"5","1206281"
"Line(00500)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","420646"
"Line(00600)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","687136"
"Line(00700)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","1092609"
"Line(00800)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","793654"
"Line(00900)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","10000"
"Line(01000)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","1053"
"Line(01100)","FACULTY SALARIES TO 12.20","CA", , , , , ,"12","572214"
"Line(01200)","FACULTY SALARIES TO 12.20","CA", , , , , ,"13","2870932"
"Line(01300)","FACULTY SALARIES TO 12.20","CA", , , , , ,"13","856873"
"Line(01400)","FACULTY SALARIES TO 12.20","CA", , , , , ,"13","3696863"
"Line(01500)","FACULTY SALARIES TO 12.20","CA", , , , , ,"16","194970"
"Line(01600)","FACULTY SALARIES TO 12.20","CA", , , , , ,"16","68407"
"Line(01700)","FACULTY SALARIES TO 12.20","CA", , , , , ,"21","987931"
"Line(01800)","FACULTY SALARIES TO 12.20","CA", , , , , ,"23","742"
"Line(01900)","FACULTY SALARIES TO 12.20","CA", , , , , ,"31","4007189"
"Line(02000)","FACULTY SALARIES TO 12.20","CA", , , , , ,"50","19094910","628010"
"Line(02100)","FACULTY SALARIES TO 12.20","CA", , , , , ,"53","26651827"
"Line(02200)","FACULTY SALARIES TO 12.20","CA", , , , , ,"54","41673392"
"Line(02300)","FACULTY SALARIES TO 12.20","CA", , , , , ,"55","19456673"
"Line(02400)","FACULTY SALARIES TO 12.20","CA", , , , , ,"56","3120620"
"Line(02500)","FACULTY SALARIES TO 12.20","CA", , , , , ,"60","20610563"
"Line(02600)","FACULTY SALARIES TO 12.20","CA", , , , , ,"60","2392869"
"Line(02700)","FACULTY SALARIES TO 12.20","CA", , , , , ,"62","1325"
"Line(02800)","FACULTY SALARIES TO 12.20","CA", , , , , ,"65","4019798"
"Line(02900)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","3429932"
"Line(03000)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","4785847"
"Line(03100)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","9509443"
"Line(03200)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","6410998"
"Line(03300)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","4389314"
"Line(03400)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","5961016"
"Line(03500)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","10455037"
"Line(03600)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","3565482"
"Line(03700)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","3947929"
"Line(03800)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","3251192"
"Line(03900)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","4672046"
"Line(04000)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","376095"
"Line(04100)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","5072020"
"Line(04200)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","5362605"
"Line(04300)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","5597072"
"Line(04400)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","7627070"
"Line(04500)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","9684672"
"Line(04600)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","8375803"
"Line(04700)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","5062253"
"Line(04800)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","433972","3473584"
"Line(04900)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","418971","3961374"
"Line(05000)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90","280019","3906021"
"Line(05100)","FACULTY SALARIES TO 12.20","CA", , , , , ,"90", ,"3621048"
"Line(05200)","FACULTY SALARIES TO 12.20","CA", , , , , ,"191","15799763"
"Line(05300)","FACULTY SALARIES TO 12.20","CA", , , , , ,"191","269899"
"Line(05400)","FACULTY SALARIES TO 12.20","CA", , , , , ,"192","5710144"
"Line(05500)","FACULTY SALARIES TO 12.20","CA", , , , , ,"194","6779"
"Line(05600)","FACULTY SALARIES TO 12.20","CA", , , , , ,"194","106628"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 549652"," Report A600CB0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[549652] Report(A600CB0)","Entity[549652] Report(A600CB0[00000])","Entity[549652] Report(A600CB0[00100])", ,"Entity[549652] Report(A600CB0[00300])","Entity[549652] Report(A600CB0[00400])","Entity[549652] Report(A600CB0[00500])", ,"Entity[549652] Report(A600CB0[00700])","Entity[549652] Report(A600CB0[00800])","Entity[549652] Report(A600CB0[00900])"
"Line(00100)","FACULTY SALARY ALLOCATION","CB", ,"13","1073344","159632", ,"12","345658502","63129913"
"Line(00200)","FACULTY SALARY ALLOCATION","CB", ,"21","33232118","4844945"
"Line(00300)","FACULTY SALARY ALLOCATION","CB", ,"31","1747370","229667"
"Line(00400)","FACULTY SALARY ALLOCATION","CB", ,"50","4438271","819022"
"Line(00500)","FACULTY SALARY ALLOCATION","CB", ,"53","5431727","761150"
"Line(00600)","FACULTY SALARY ALLOCATION","CB", ,"54","6654616","911950"
"Line(00700)","FACULTY SALARY ALLOCATION","CB", ,"55","3752093","637580"
"Line(00800)","FACULTY SALARY ALLOCATION","CB", ,"56","769947","105500"
"Line(00900)","FACULTY SALARY ALLOCATION","CB", ,"60","3672709","496959"
"Line(01000)","FACULTY SALARY ALLOCATION","CB", ,"60","851050","117616"
"Line(01100)","FACULTY SALARY ALLOCATION","CB", ,"65","564973","78832"
"Line(01200)","FACULTY SALARY ALLOCATION","CB", ,"90","553101","78045"
"Line(01300)","FACULTY SALARY ALLOCATION","CB", ,"90","1693549","206000"
"Line(01400)","FACULTY SALARY ALLOCATION","CB", ,"90","1878181","238475"
"Line(01500)","FACULTY SALARY ALLOCATION","CB", ,"90","1617222","224343"
"Line(01600)","FACULTY SALARY ALLOCATION","CB", ,"90","915011","136634"
"Line(01700)","FACULTY SALARY ALLOCATION","CB", ,"90","1295192","172665"
"Line(01800)","FACULTY SALARY ALLOCATION","CB", ,"90","2044904","276090"
"Line(01900)","FACULTY SALARY ALLOCATION","CB", ,"90","505529","71410"
"Line(02000)","FACULTY SALARY ALLOCATION","CB", ,"90","806402","109095"
"Line(02100)","FACULTY SALARY ALLOCATION","CB", ,"90","1114793","152378"
"Line(02200)","FACULTY SALARY ALLOCATION","CB", ,"90","531446","66264"
"Line(02300)","FACULTY SALARY ALLOCATION","CB", ,"90","1687331","227478"
"Line(02400)","FACULTY SALARY ALLOCATION","CB", ,"90","1861658","242888"
"Line(02500)","FACULTY SALARY ALLOCATION","CB", ,"90","1484310","200485"
"Line(02600)","FACULTY SALARY ALLOCATION","CB", ,"90","995216","152159"
"Line(02700)","FACULTY SALARY ALLOCATION","CB", ,"90","2415145","318025"
