"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------",""
"Line(00500)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"76","93","21", ,"76","49919","9779"
"Line(00600)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"90","1150010","239492", ,"105","146699","23040"
"Line(00700)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"94","73459","16778", ,"106","239814","40597"
"Line(00800)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"191","12343","2766", ,"107","313688","67833"
"Line(00900)","RENAL AND TRANSPLANT TIMESTUDIES","O", ,"194","297910","58157", ,"108","231766","46559"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000Q0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000Q0)","Entity[572966] Report(A6000Q0[00000])","Entity[572966] Report(A6000Q0[00100])", ,"Entity[572966] Report(A6000Q0[00300])","Entity[572966] Report(A6000Q0[00400])","Entity[572966] Report(A6000Q0[00500])", ,"Entity[572966] Report(A6000Q0[00700])","Entity[572966] Report(A6000Q0[00800])","Entity[572966] Report(A6000Q0[00900])"
"Line(00100)","ALLOWABLE ADVERTISING EXP","Q", ,"5","244761","261767", ,"194","244761","261767"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000R0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000R0)","Entity[572966] Report(A6000R0[00000])","Entity[572966] Report(A6000R0[00100])", ,"Entity[572966] Report(A6000R0[00300])","Entity[572966] Report(A6000R0[00400])","Entity[572966] Report(A6000R0[00500])", ,"Entity[572966] Report(A6000R0[00700])","Entity[572966] Report(A6000R0[00800])","Entity[572966] Report(A6000R0[00900])"
"Line(00100)","IDS   RECLASS","R", ,"194","3824216","3595596", ,"5","108426","87122"
"Line(00200)","IDS   RECLASS","R", ,"194","689079","193322", ,"5","2115171","3286922"
"Line(00300)","IDS   RECLASS","R", ,"194","815150","468845", ,"5","3911803","1450528"
"Line(00400)","IDS   RECLASS","R", ,"194","206202","223204"
"Line(00500)","IDS   RECLASS","R", ,"194","568386","318181"
"Line(00600)","IDS   RECLASS","R", ,"194","32367","25424"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000S0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000S0)","Entity[572966] Report(A6000S0[00000])","Entity[572966] Report(A6000S0[00100])", ,"Entity[572966] Report(A6000S0[00300])","Entity[572966] Report(A6000S0[00400])","Entity[572966] Report(A6000S0[00500])", ,"Entity[572966] Report(A6000S0[00700])","Entity[572966] Report(A6000S0[00800])","Entity[572966] Report(A6000S0[00900])"
"Line(00100)","SECURITY SERVICES","S", ,"7","69151","25751", ,"7","1246846","463268"
"Line(00200)","SECURITY SERVICES","S", ,"7","716756","266907"
"Line(00300)","SECURITY SERVICES","S", ,"7","100681","37492"
"Line(00400)","SECURITY SERVICES","S", ,"7","152432","56763"
"Line(00500)","SECURITY SERVICES","S", ,"90","80754","34759"
"Line(00600)","SECURITY SERVICES","S", ,"194","122950","40682"
"Line(00700)","SECURITY SERVICES","S", ,"194","4122","914"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000T0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000T0)","Entity[572966] Report(A6000T0[00000])","Entity[572966] Report(A6000T0[00100])", ,"Entity[572966] Report(A6000T0[00300])", ,"Entity[572966] Report(A6000T0[00500])", ,"Entity[572966] Report(A6000T0[00700])", ,"Entity[572966] Report(A6000T0[00900])"
"Line(00100)","WORKERS COMP","T", ,"4", ,"1150913", ,"5", ,"1150913"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000U0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000U0)","Entity[572966] Report(A6000U0[00000])","Entity[572966] Report(A6000U0[00100])", ,"Entity[572966] Report(A6000U0[00300])", ,"Entity[572966] Report(A6000U0[00500])", ,"Entity[572966] Report(A6000U0[00700])", ,"Entity[572966] Report(A6000U0[00900])"
"Line(00100)","BCM COSTS","U", ,"5", ,"187801", ,"5", ,"15978"
"Line(00200)","BCM COSTS","U", ,"5", ,"750886", ,"5", ,"674"
"Line(00300)","BCM COSTS","U", ,"18", ,"1945", ,"5", ,"87561"
"Line(00400)","BCM COSTS","U", ,"18", ,"195296", ,"5", ,"734986"
"Line(00500)","BCM COSTS","U", ,"18", ,"15787", ,"10", ,"44900"
"Line(00600)","BCM COSTS","U", ,"18", ,"10462", ,"13", ,"15982"
"Line(00700)","BCM COSTS","U", ,"18", ,"6371", ,"16", ,"18810"
"Line(00800)","BCM COSTS","U", ,"18", ,"185", ,"18", ,"72397"
"Line(00900)","BCM COSTS","U", ,"18", ,"1027907", ,"18", ,"121598"
"Line(01000)","BCM COSTS","U", ,"18", ,"68165", ,"18", ,"45409"
"Line(01100)","BCM COSTS","U", ,"18", ,"4074700", ,"18", ,"12305"
"Line(01200)","BCM COSTS","U", ,"18", ,"1207830", ,"18", ,"107204"
"Line(01300)","BCM COSTS","U", ,"18", ,"28454", ,"18", ,"28594"
"Line(01400)","BCM COSTS","U", ,"18", ,"1024", ,"18", ,"15755"
"Line(01500)","BCM COSTS","U", ,"76", ,"242501", ,"18", ,"60110"
"Line(01600)","BCM COSTS","U", ,"194", ,"15306", ,"18", ,"113813"
"Line(01700)","BCM COSTS","U", , , , , ,"18", ,"53671"
"Line(01800)","BCM COSTS","U", , , , , ,"18", ,"584"
"Line(01900)","BCM COSTS","U", , , , , ,"18", ,"202722"
"Line(02000)","BCM COSTS","U", , , , , ,"18", ,"19737"
"Line(02100)","BCM COSTS","U", , , , , ,"18", ,"1056892"
"Line(02200)","BCM COSTS","U", , , , , ,"18", ,"213246"
"Line(02300)","BCM COSTS","U", , , , , ,"18", ,"82002"
"Line(02400)","BCM COSTS","U", , , , , ,"18", ,"14343"
"Line(02500)","BCM COSTS","U", , , , , ,"22", ,"2202108"
"Line(02600)","BCM COSTS","U", , , , , ,"60", ,"4059"
"Line(02700)","BCM COSTS","U", , , , , ,"65", ,"6078"
"Line(02800)","BCM COSTS","U", , , , , ,"69", ,"1751"
"Line(02900)","BCM COSTS","U", , , , , ,"74", ,"4440"
"Line(03000)","BCM COSTS","U", , , , , ,"76", ,"360"
"Line(03100)","BCM COSTS","U", , , , , ,"90", ,"990972"
"Line(03200)","BCM COSTS","U", , , , , ,"91", ,"6459"
"Line(03300)","BCM COSTS","U", , , , , ,"105", ,"1743"
"Line(03400)","BCM COSTS","U", , , , , ,"106", ,"1927"
"Line(03500)","BCM COSTS","U", , , , , ,"107", ,"2895"
"Line(03600)","BCM COSTS","U", , , , , ,"191", ,"277800"
"Line(03700)","BCM COSTS","U", , , , , ,"191", ,"89"
"Line(03800)","BCM COSTS","U", , , , , ,"194", ,"11"
"Line(03900)","BCM COSTS","U", , , , , ,"194", ,"366"
"Line(04000)","BCM COSTS","U", , , , , ,"194", ,"1194289"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000V0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000V0)","Entity[572966] Report(A6000V0[00000])","Entity[572966] Report(A6000V0[00100])", ,"Entity[572966] Report(A6000V0[00300])","Entity[572966] Report(A6000V0[00400])","Entity[572966] Report(A6000V0[00500])", ,"Entity[572966] Report(A6000V0[00700])","Entity[572966] Report(A6000V0[00800])","Entity[572966] Report(A6000V0[00900])"
"Line(00100)","HOUSEKEEPING","V", ,"9", ,"1289462", ,"7", ,"1289462"
"Line(00200)","HOUSEKEEPING","V", ,"9", ,"158270", ,"7", ,"158270"
"Line(00300)","HOUSEKEEPING","V", ,"30","4262625","1410140", ,"7","90229","27723"
"Line(00400)","HOUSEKEEPING","V", ,"31","823873","272550", ,"9","7144771","2365723"
"Line(00500)","HOUSEKEEPING","V", ,"31","1441621","476910", ,"9","449742","96191"
"Line(00600)","HOUSEKEEPING","V", ,"31","290089","95966"
"Line(00700)","HOUSEKEEPING","V", ,"43","407671","134864"
"Line(00800)","HOUSEKEEPING","V", ,"191","9119","3017"
"Line(00900)","HOUSEKEEPING","V", ,"9","21767","4656"
"Line(01000)","HOUSEKEEPING","V", ,"9","348299","74494"
"Line(01100)","HOUSEKEEPING","V", ,"9","31692","6778"
"Line(01200)","HOUSEKEEPING","V", ,"9","47986","10262"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000W0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000W0)","Entity[572966] Report(A6000W0[00000])","Entity[572966] Report(A6000W0[00100])", ,"Entity[572966] Report(A6000W0[00300])", ,"Entity[572966] Report(A6000W0[00500])", ,"Entity[572966] Report(A6000W0[00700])", ,"Entity[572966] Report(A6000W0[00900])","Entity[572966] Report(A6000W0[01000])"
"Line(00100)","LEASE EXPENSE","W", ,"1", ,"2128794", ,"5", ,"1094850","10"
"Line(00200)","LEASE EXPENSE","W", ,"5", ,"424493", ,"7", ,"1539284"
"Line(00300)","LEASE EXPENSE","W", ,"14", ,"80847"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000X0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000X0)","Entity[572966] Report(A6000X0[00000])","Entity[572966] Report(A6000X0[00100])", ,"Entity[572966] Report(A6000X0[00300])","Entity[572966] Report(A6000X0[00400])","Entity[572966] Report(A6000X0[00500])", ,"Entity[572966] Report(A6000X0[00700])","Entity[572966] Report(A6000X0[00800])","Entity[572966] Report(A6000X0[00900])"
"Line(00100)","ROUTINE DAYS IN ANCILLARY AREAS","X", ,"30","918673","347791", ,"50","2854","1080"
"Line(00200)","ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"51","29352","11112"
"Line(00300)","ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"52","709337","268540"
"Line(00400)","ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"91","108847","41207"
"Line(00500)","ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"92","68283","25852"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000Y0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000Y0)","Entity[572966] Report(A6000Y0[00000])","Entity[572966] Report(A6000Y0[00100])", ,"Entity[572966] Report(A6000Y0[00300])", ,"Entity[572966] Report(A6000Y0[00500])", ,"Entity[572966] Report(A6000Y0[00700])", ,"Entity[572966] Report(A6000Y0[00900])"
"Line(00100)","WELLS FARGO BANK LEASE","Y", ,"194", ,"33910", ,"7", ,"33910"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000Z0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000Z0)","Entity[572966] Report(A6000Z0[00000])","Entity[572966] Report(A6000Z0[00100])", ,"Entity[572966] Report(A6000Z0[00300])","Entity[572966] Report(A6000Z0[00400])","Entity[572966] Report(A6000Z0[00500])", ,"Entity[572966] Report(A6000Z0[00700])","Entity[572966] Report(A6000Z0[00800])","Entity[572966] Report(A6000Z0[00900])"
"Line(00100)","ESRD ADMIN & PHERESIS","Z", ,"76","72198","22620", ,"74","294593","89625"
"Line(00200)","ESRD ADMIN & PHERESIS","Z", ,"94","222395","67005"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AA0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AA0)","Entity[572966] Report(A600AA0[00000])","Entity[572966] Report(A600AA0[00100])", ,"Entity[572966] Report(A600AA0[00300])", ,"Entity[572966] Report(A600AA0[00500])", ,"Entity[572966] Report(A600AA0[00700])", ,"Entity[572966] Report(A600AA0[00900])"
"Line(00100)","EPOGEN/ARANESP/COMPOSITE RATE","AA", ,"74", ,"145050", ,"73", ,"313127"
"Line(00200)","EPOGEN/ARANESP/COMPOSITE RATE","AA", ,"94", ,"168077"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AB0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AB0)","Entity[572966] Report(A600AB0[00000])","Entity[572966] Report(A600AB0[00100])", ,"Entity[572966] Report(A600AB0[00300])", ,"Entity[572966] Report(A600AB0[00500])", ,"Entity[572966] Report(A600AB0[00700])", ,"Entity[572966] Report(A600AB0[00900])"
"Line(00100)","REDISTRIBUTION OF  SPACE","AB", ,"4", ,"392065", ,"7", ,"2127104"
"Line(00200)","REDISTRIBUTION OF  SPACE","AB", ,"5", ,"45361", ,"7", ,"95178"
"Line(00300)","REDISTRIBUTION OF  SPACE","AB", ,"5", ,"2043424", ,"7", ,"730858"
"Line(00400)","REDISTRIBUTION OF  SPACE","AB", ,"5", ,"146859", ,"9", ,"280863"
"Line(00500)","REDISTRIBUTION OF  SPACE","AB", ,"5", ,"70456", ,"9", ,"15589"
"Line(00600)","REDISTRIBUTION OF  SPACE","AB", ,"5", ,"716341", ,"9", ,"164914"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AE0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AE0)","Entity[572966] Report(A600AE0[00000])","Entity[572966] Report(A600AE0[00100])", ,"Entity[572966] Report(A600AE0[00300])","Entity[572966] Report(A600AE0[00400])", , ,"Entity[572966] Report(A600AE0[00700])","Entity[572966] Report(A600AE0[00800])"
"Line(00100)","BONUS","AE", ,"5","200", , ,"4","350430"
"Line(00200)","BONUS","AE", ,"5","200", , ,"194","1200"
"Line(00300)","BONUS","AE", ,"5","2600"
"Line(00400)","BONUS","AE", ,"5","7600"
"Line(00500)","BONUS","AE", ,"5","4130"
"Line(00600)","BONUS","AE", ,"6","600"
"Line(00700)","BONUS","AE", ,"7","5600"
"Line(00800)","BONUS","AE", ,"9","3600"
"Line(00900)","BONUS","AE", ,"9","200"
"Line(01000)","BONUS","AE", ,"10","12800"
"Line(01100)","BONUS","AE", ,"11","400"
"Line(01200)","BONUS","AE", ,"13","3300"
"Line(01300)","BONUS","AE", ,"14","400"
"Line(01400)","BONUS","AE", ,"15","8000"
"Line(01500)","BONUS","AE", ,"16","400"
"Line(01600)","BONUS","AE", ,"17","2600"
"Line(01700)","BONUS","AE", ,"18","200"
"Line(01800)","BONUS","AE", ,"18","200"
"Line(01900)","BONUS","AE", ,"18","2000"
"Line(02000)","BONUS","AE", ,"18","200"
"Line(02100)","BONUS","AE", ,"18","200"
"Line(02200)","BONUS","AE", ,"18","200"
"Line(02300)","BONUS","AE", ,"18","200"
"Line(02400)","BONUS","AE", ,"18","200"
"Line(02500)","BONUS","AE", ,"30","34400"
"Line(02600)","BONUS","AE", ,"31","29300"
"Line(02700)","BONUS","AE", ,"31","45100"
"Line(02800)","BONUS","AE", ,"31","21600"
"Line(02900)","BONUS","AE", ,"50","3000"
"Line(03000)","BONUS","AE", ,"51","200"
"Line(03100)","BONUS","AE", ,"52","8100"
"Line(03200)","BONUS","AE", ,"53","400"
"Line(03300)","BONUS","AE", ,"54","400"
"Line(03400)","BONUS","AE", ,"60","22700"
"Line(03500)","BONUS","AE", ,"62","6000"
"Line(03600)","BONUS","AE", ,"65","400"
"Line(03700)","BONUS","AE", ,"66","41000"
"Line(03800)","BONUS","AE", ,"68","4000"
"Line(03900)","BONUS","AE", ,"69","200"
"Line(04000)","BONUS","AE", ,"70","17900"
"Line(04100)","BONUS","AE", ,"74","400"
"Line(04200)","BONUS","AE", ,"76","200"
"Line(04300)","BONUS","AE", ,"76","200"
"Line(04400)","BONUS","AE", ,"90","10500"
"Line(04500)","BONUS","AE", ,"90","25000"
"Line(04600)","BONUS","AE", ,"91","23800"
"Line(04700)","BONUS","AE", ,"95","200"
"Line(04800)","BONUS","AE", ,"191","200"
"Line(04900)","BONUS","AE", ,"194","400"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AF0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AF0)","Entity[572966] Report(A600AF0[00000])","Entity[572966] Report(A600AF0[00100])", ,"Entity[572966] Report(A600AF0[00300])","Entity[572966] Report(A600AF0[00400])","Entity[572966] Report(A600AF0[00500])", ,"Entity[572966] Report(A600AF0[00700])","Entity[572966] Report(A600AF0[00800])","Entity[572966] Report(A600AF0[00900])"
"Line(00100)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","77428","53516", ,"7","1618757","1274106"
"Line(00200)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","1238918","929219"
"Line(00300)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","45991","57032"
"Line(00400)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","170677","128012"
"Line(00500)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"194","79319","98360"
"Line(00600)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"194","3765","4669"
"Line(00700)","ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"194","2659","3298"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AG0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AG0)","Entity[572966] Report(A600AG0[00000])","Entity[572966] Report(A600AG0[00100])", ,"Entity[572966] Report(A600AG0[00300])","Entity[572966] Report(A600AG0[00400])","Entity[572966] Report(A600AG0[00500])", ,"Entity[572966] Report(A600AG0[00700])","Entity[572966] Report(A600AG0[00800])","Entity[572966] Report(A600AG0[00900])"
"Line(00100)","ANCILLARY ADMIN","AG", ,"5","195168","28214", ,"18","1288621","186290"
"Line(00200)","ANCILLARY ADMIN","AG", ,"6","144791","20932"
"Line(00300)","ANCILLARY ADMIN","AG", ,"10","139721","20199"
"Line(00400)","ANCILLARY ADMIN","AG", ,"15","218752","31624"
"Line(00500)","ANCILLARY ADMIN","AG", ,"16","137526","19881"
"Line(00600)","ANCILLARY ADMIN","AG", ,"18","149404","21599"
"Line(00700)","ANCILLARY ADMIN","AG", ,"65","153530","22195"
"Line(00800)","ANCILLARY ADMIN","AG", ,"194","149729","21646"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AH0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AH0)","Entity[572966] Report(A600AH0[00000])","Entity[572966] Report(A600AH0[00100])", ,"Entity[572966] Report(A600AH0[00300])","Entity[572966] Report(A600AH0[00400])","Entity[572966] Report(A600AH0[00500])", ,"Entity[572966] Report(A600AH0[00700])","Entity[572966] Report(A600AH0[00800])","Entity[572966] Report(A600AH0[00900])"
"Line(00100)","EPIC TRAINING","AH", ,"30","2957","209", ,"5","6338","448"
"Line(00200)","EPIC TRAINING","AH", ,"52","2633","186"
"Line(00300)","EPIC TRAINING","AH", ,"66","358","25"
"Line(00400)","EPIC TRAINING","AH", ,"70","390","28"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AI0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AI0)","Entity[572966] Report(A600AI0[00000])","Entity[572966] Report(A600AI0[00100])", ,"Entity[572966] Report(A600AI0[00300])","Entity[572966] Report(A600AI0[00400])","Entity[572966] Report(A600AI0[00500])", ,"Entity[572966] Report(A600AI0[00700])","Entity[572966] Report(A600AI0[00800])","Entity[572966] Report(A600AI0[00900])"
"Line(00100)","NURSERY","AI", ,"43","2636951","927812", ,"30","2636951","927812"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AJ0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AJ0)","Entity[572966] Report(A600AJ0[00000])","Entity[572966] Report(A600AJ0[00100])", ,"Entity[572966] Report(A600AJ0[00300])", ,"Entity[572966] Report(A600AJ0[00500])", ,"Entity[572966] Report(A600AJ0[00700])", ,"Entity[572966] Report(A600AJ0[00900])"
"Line(00100)","PW PATIENT FOOD SERVICE","AJ", ,"10", ,"29278", ,"11", ,"29278"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A600AK0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A600AK0)","Entity[572966] Report(A600AK0[00000])","Entity[572966] Report(A600AK0[00100])", ,"Entity[572966] Report(A600AK0[00300])", ,"Entity[572966] Report(A600AK0[00500])", ,"Entity[572966] Report(A600AK0[00700])", ,"Entity[572966] Report(A600AK0[00900])"
"Line(00100)","TRANSPLANT RECLASS","AK", ,"105", ,"12106", ,"107", ,"14046"
