"----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"Entity[572966] Report(A6000L0[00000])","Entity[572966] Report(A6000L0[00100])", ,"Entity[572966] Report(A6000L0[00300])","Entity[572966] Report(A6000L0[00400])","Entity[572966] Report(A6000L0[00500])", ,"Entity[572966] Report(A6000L0[00700])","Entity[572966] Report(A6000L0[00800])","Entity[572966] Report(A6000L0[00900])", , , , , , , , , , 
"B AND C PATIENTS IN GCRC","L", ,"30","633323","169617", ,"191","633323","169617", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000M0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000M0[00000])","Entity[572966] Report(A6000M0[00100])", ,"Entity[572966] Report(A6000M0[00300])", ,"Entity[572966] Report(A6000M0[00500])", ,"Entity[572966] Report(A6000M0[00700])", ,"Entity[572966] Report(A6000M0[00900])", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", ,"71", ,"10060914", ,"18", ,"488", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", ,"72", ,"12602753", ,"30", ,"171785", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"31", ,"16575", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"31", ,"65051", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"43", ,"911", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"50", ,"19333136", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"54", ,"494574", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"57", ,"270", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"58", ,"304", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"59", ,"1429348", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"60", ,"33", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"65", ,"269787", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"66", ,"224691", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"68", ,"1304", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"69", ,"327202", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"74", ,"32617", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"76", ,"1233", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"76", ,"420", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"90", ,"169414", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"90", ,"122435", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"92", ,"1999", , , , , , , , , , 
"BILLABLE SURGICAL SUPPLIES","M", , , , , ,"94", ,"90", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000N0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000N0[00000])","Entity[572966] Report(A6000N0[00100])", ,"Entity[572966] Report(A6000N0[00300])", ,"Entity[572966] Report(A6000N0[00500])", ,"Entity[572966] Report(A6000N0[00700])", ,"Entity[572966] Report(A6000N0[00900])", , , , , , , , , , 
"MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"30", ,"113908", ,"14", ,"193337", , , , , , , , , , 
"MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"31", ,"22016", , , , , , , , , , , , , , 
"MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"31", ,"38524", , , , , , , , , , , , , , 
"MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"31", ,"7752", , , , , , , , , , , , , , 
"MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"43", ,"10894", , , , , , , , , , , , , , 
"MED EQUIP IN CENTRAL DISTRIBUTION","N", ,"191", ,"243", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000O0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000O0[00000])","Entity[572966] Report(A6000O0[00100])", ,"Entity[572966] Report(A6000O0[00300])","Entity[572966] Report(A6000O0[00400])","Entity[572966] Report(A6000O0[00500])", ,"Entity[572966] Report(A6000O0[00700])","Entity[572966] Report(A6000O0[00800])","Entity[572966] Report(A6000O0[00900])", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"30","251237","54717", ,"10","188018","42603", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"31","3362","768", ,"17","251256","53341", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"31","442","101", ,"18","126693","31028", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"50","143899","29894", ,"74","384902","87914", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"76","93","21", ,"76","49919","9779", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"90","1150010","239492", ,"105","146699","23040", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"94","73459","16778", ,"106","239814","40597", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"191","12343","2766", ,"107","313688","67833", , , , , , , , , , 
"RENAL AND TRANSPLANT TIMESTUDIES","O", ,"194","297910","58157", ,"108","231766","46559", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000Q0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000Q0[00000])","Entity[572966] Report(A6000Q0[00100])", ,"Entity[572966] Report(A6000Q0[00300])","Entity[572966] Report(A6000Q0[00400])","Entity[572966] Report(A6000Q0[00500])", ,"Entity[572966] Report(A6000Q0[00700])","Entity[572966] Report(A6000Q0[00800])","Entity[572966] Report(A6000Q0[00900])", , , , , , , , , , 
"ALLOWABLE ADVERTISING EXP","Q", ,"5","244761","261767", ,"194","244761","261767", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000R0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000R0[00000])","Entity[572966] Report(A6000R0[00100])", ,"Entity[572966] Report(A6000R0[00300])","Entity[572966] Report(A6000R0[00400])","Entity[572966] Report(A6000R0[00500])", ,"Entity[572966] Report(A6000R0[00700])","Entity[572966] Report(A6000R0[00800])","Entity[572966] Report(A6000R0[00900])", , , , , , , , , , 
"IDS   RECLASS","R", ,"194","3824216","3595596", ,"5","108426","87122", , , , , , , , , , 
"IDS   RECLASS","R", ,"194","689079","193322", ,"5","2115171","3286922", , , , , , , , , , 
"IDS   RECLASS","R", ,"194","815150","468845", ,"5","3911803","1450528", , , , , , , , , , 
"IDS   RECLASS","R", ,"194","206202","223204", , , , , , , , , , , , , , 
"IDS   RECLASS","R", ,"194","568386","318181", , , , , , , , , , , , , , 
"IDS   RECLASS","R", ,"194","32367","25424", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000S0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000S0[00000])","Entity[572966] Report(A6000S0[00100])", ,"Entity[572966] Report(A6000S0[00300])","Entity[572966] Report(A6000S0[00400])","Entity[572966] Report(A6000S0[00500])", ,"Entity[572966] Report(A6000S0[00700])","Entity[572966] Report(A6000S0[00800])","Entity[572966] Report(A6000S0[00900])", , , , , , , , , , 
"SECURITY SERVICES","S", ,"7","69151","25751", ,"7","1246846","463268", , , , , , , , , , 
"SECURITY SERVICES","S", ,"7","716756","266907", , , , , , , , , , , , , , 
"SECURITY SERVICES","S", ,"7","100681","37492", , , , , , , , , , , , , , 
"SECURITY SERVICES","S", ,"7","152432","56763", , , , , , , , , , , , , , 
"SECURITY SERVICES","S", ,"90","80754","34759", , , , , , , , , , , , , , 
"SECURITY SERVICES","S", ,"194","122950","40682", , , , , , , , , , , , , , 
"SECURITY SERVICES","S", ,"194","4122","914", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000T0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000T0[00000])","Entity[572966] Report(A6000T0[00100])", ,"Entity[572966] Report(A6000T0[00300])", ,"Entity[572966] Report(A6000T0[00500])", ,"Entity[572966] Report(A6000T0[00700])", ,"Entity[572966] Report(A6000T0[00900])", , , , , , , , , , 
"WORKERS COMP","T", ,"4", ,"1150913", ,"5", ,"1150913", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000U0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000U0[00000])","Entity[572966] Report(A6000U0[00100])", ,"Entity[572966] Report(A6000U0[00300])", ,"Entity[572966] Report(A6000U0[00500])", ,"Entity[572966] Report(A6000U0[00700])", ,"Entity[572966] Report(A6000U0[00900])", , , , , , , , , , 
"BCM COSTS","U", ,"5", ,"187801", ,"5", ,"15978", , , , , , , , , , 
"BCM COSTS","U", ,"5", ,"750886", ,"5", ,"674", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"1945", ,"5", ,"87561", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"195296", ,"5", ,"734986", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"15787", ,"10", ,"44900", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"10462", ,"13", ,"15982", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"6371", ,"16", ,"18810", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"185", ,"18", ,"72397", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"1027907", ,"18", ,"121598", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"68165", ,"18", ,"45409", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"4074700", ,"18", ,"12305", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"1207830", ,"18", ,"107204", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"28454", ,"18", ,"28594", , , , , , , , , , 
"BCM COSTS","U", ,"18", ,"1024", ,"18", ,"15755", , , , , , , , , , 
"BCM COSTS","U", ,"76", ,"242501", ,"18", ,"60110", , , , , , , , , , 
"BCM COSTS","U", ,"194", ,"15306", ,"18", ,"113813", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"53671", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"584", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"202722", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"19737", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"1056892", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"213246", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"82002", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"18", ,"14343", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"22", ,"2202108", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"60", ,"4059", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"65", ,"6078", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"69", ,"1751", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"74", ,"4440", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"76", ,"360", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"90", ,"990972", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"91", ,"6459", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"105", ,"1743", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"106", ,"1927", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"107", ,"2895", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"191", ,"277800", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"191", ,"89", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"194", ,"11", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"194", ,"366", , , , , , , , , , 
"BCM COSTS","U", , , , , ,"194", ,"1194289", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000V0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000V0[00000])","Entity[572966] Report(A6000V0[00100])", ,"Entity[572966] Report(A6000V0[00300])","Entity[572966] Report(A6000V0[00400])","Entity[572966] Report(A6000V0[00500])", ,"Entity[572966] Report(A6000V0[00700])","Entity[572966] Report(A6000V0[00800])","Entity[572966] Report(A6000V0[00900])", , , , , , , , , , 
"HOUSEKEEPING","V", ,"9", ,"1289462", ,"7", ,"1289462", , , , , , , , , , 
"HOUSEKEEPING","V", ,"9", ,"158270", ,"7", ,"158270", , , , , , , , , , 
"HOUSEKEEPING","V", ,"30","4262625","1410140", ,"7","90229","27723", , , , , , , , , , 
"HOUSEKEEPING","V", ,"31","823873","272550", ,"9","7144771","2365723", , , , , , , , , , 
"HOUSEKEEPING","V", ,"31","1441621","476910", ,"9","449742","96191", , , , , , , , , , 
"HOUSEKEEPING","V", ,"31","290089","95966", , , , , , , , , , , , , , 
"HOUSEKEEPING","V", ,"43","407671","134864", , , , , , , , , , , , , , 
"HOUSEKEEPING","V", ,"191","9119","3017", , , , , , , , , , , , , , 
"HOUSEKEEPING","V", ,"9","21767","4656", , , , , , , , , , , , , , 
"HOUSEKEEPING","V", ,"9","348299","74494", , , , , , , , , , , , , , 
"HOUSEKEEPING","V", ,"9","31692","6778", , , , , , , , , , , , , , 
"HOUSEKEEPING","V", ,"9","47986","10262", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000W0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000W0[00000])","Entity[572966] Report(A6000W0[00100])", ,"Entity[572966] Report(A6000W0[00300])", ,"Entity[572966] Report(A6000W0[00500])", ,"Entity[572966] Report(A6000W0[00700])", ,"Entity[572966] Report(A6000W0[00900])","Entity[572966] Report(A6000W0[01000])", , , , , , , , , 
"LEASE EXPENSE","W", ,"1", ,"2128794", ,"5", ,"1094850","10", , , , , , , , , 
"LEASE EXPENSE","W", ,"5", ,"424493", ,"7", ,"1539284", , , , , , , , , , 
"LEASE EXPENSE","W", ,"14", ,"80847", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000X0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000X0[00000])","Entity[572966] Report(A6000X0[00100])", ,"Entity[572966] Report(A6000X0[00300])","Entity[572966] Report(A6000X0[00400])","Entity[572966] Report(A6000X0[00500])", ,"Entity[572966] Report(A6000X0[00700])","Entity[572966] Report(A6000X0[00800])","Entity[572966] Report(A6000X0[00900])", , , , , , , , , , 
"ROUTINE DAYS IN ANCILLARY AREAS","X", ,"30","918673","347791", ,"50","2854","1080", , , , , , , , , , 
"ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"51","29352","11112", , , , , , , , , , 
"ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"52","709337","268540", , , , , , , , , , 
"ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"91","108847","41207", , , , , , , , , , 
"ROUTINE DAYS IN ANCILLARY AREAS","X", , , , , ,"92","68283","25852", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000Y0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000Y0[00000])","Entity[572966] Report(A6000Y0[00100])", ,"Entity[572966] Report(A6000Y0[00300])", ,"Entity[572966] Report(A6000Y0[00500])", ,"Entity[572966] Report(A6000Y0[00700])", ,"Entity[572966] Report(A6000Y0[00900])", , , , , , , , , , 
"WELLS FARGO BANK LEASE","Y", ,"194", ,"33910", ,"7", ,"33910", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A6000Z0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A6000Z0[00000])","Entity[572966] Report(A6000Z0[00100])", ,"Entity[572966] Report(A6000Z0[00300])","Entity[572966] Report(A6000Z0[00400])","Entity[572966] Report(A6000Z0[00500])", ,"Entity[572966] Report(A6000Z0[00700])","Entity[572966] Report(A6000Z0[00800])","Entity[572966] Report(A6000Z0[00900])", , , , , , , , , , 
"ESRD ADMIN & PHERESIS","Z", ,"76","72198","22620", ,"74","294593","89625", , , , , , , , , , 
"ESRD ADMIN & PHERESIS","Z", ,"94","222395","67005", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AA0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AA0[00000])","Entity[572966] Report(A600AA0[00100])", ,"Entity[572966] Report(A600AA0[00300])", ,"Entity[572966] Report(A600AA0[00500])", ,"Entity[572966] Report(A600AA0[00700])", ,"Entity[572966] Report(A600AA0[00900])", , , , , , , , , , 
"EPOGEN/ARANESP/COMPOSITE RATE","AA", ,"74", ,"145050", ,"73", ,"313127", , , , , , , , , , 
"EPOGEN/ARANESP/COMPOSITE RATE","AA", ,"94", ,"168077", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AB0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AB0[00000])","Entity[572966] Report(A600AB0[00100])", ,"Entity[572966] Report(A600AB0[00300])", ,"Entity[572966] Report(A600AB0[00500])", ,"Entity[572966] Report(A600AB0[00700])", ,"Entity[572966] Report(A600AB0[00900])", , , , , , , , , , 
"REDISTRIBUTION OF  SPACE","AB", ,"4", ,"392065", ,"7", ,"2127104", , , , , , , , , , 
"REDISTRIBUTION OF  SPACE","AB", ,"5", ,"45361", ,"7", ,"95178", , , , , , , , , , 
"REDISTRIBUTION OF  SPACE","AB", ,"5", ,"2043424", ,"7", ,"730858", , , , , , , , , , 
"REDISTRIBUTION OF  SPACE","AB", ,"5", ,"146859", ,"9", ,"280863", , , , , , , , , , 
"REDISTRIBUTION OF  SPACE","AB", ,"5", ,"70456", ,"9", ,"15589", , , , , , , , , , 
"REDISTRIBUTION OF  SPACE","AB", ,"5", ,"716341", ,"9", ,"164914", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AE0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AE0[00000])","Entity[572966] Report(A600AE0[00100])", ,"Entity[572966] Report(A600AE0[00300])","Entity[572966] Report(A600AE0[00400])", , ,"Entity[572966] Report(A600AE0[00700])","Entity[572966] Report(A600AE0[00800])", , , , , , , , , , , 
"BONUS","AE", ,"5","200", , ,"4","350430", , , , , , , , , , , 
"BONUS","AE", ,"5","200", , ,"194","1200", , , , , , , , , , , 
"BONUS","AE", ,"5","2600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"5","7600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"5","4130", , , , , , , , , , , , , , , 
"BONUS","AE", ,"6","600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"7","5600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"9","3600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"9","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"10","12800", , , , , , , , , , , , , , , 
"BONUS","AE", ,"11","400", , , , , , , , , , , , , , , 
