"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A000000 ","-------------","-------------","-----------",""
"","","1","2","3","4","5","6","7",""
"Entity[553807] Report(A810000)", ,"Entity[553807] Report(A810000[00100])","Entity[553807] Report(A810000[00200])","Entity[553807] Report(A810000[00300])","Entity[553807] Report(A810000[00400])","Entity[553807] Report(A810000[00500])","Entity[553807] Report(A810000[00600])","Entity[553807] Report(A810000[00700])"
"Line(00100)", ,"5","OTHER ADMIN AND GENERAL","MEDICAL LIBRARY","67346", ,"67346"
"Line(00200)", ,"21","I&R SERVICES-SALARY & FRINGES APPRV","RELATED PARTY RESIDENTS","4056676", ,"4056676"
"Line(00300)", ,"4","EMPLOYEE BENEFITS DEPARTMENT","RELATED PARTY RESIDENTS","1070963", ,"1070963"
"Line(00400)", ,"1","CAP REL COSTS-BLDG & FIXT","RLTD PARTY DEPRECIATION","90586", ,"90586","9"
"Line(00401)", ,"2","CAP REL COSTS-MVBLE EQUIP","RLTD PARTY DEPRECIATION","2017942", ,"2017942","9"
"Line(00402)", ,"4","EMPLOYEE BENEFITS DEPARTMENT","RELATED PARTY PHYSICIANS","22221", ,"22221"
"Line(00403)", ,"16","MEDICAL RECORDS & LIBRARY","RELATED PARTY PHYSICIANS","193973", ,"193973"
"Line(00404)", ,"21","I&R SERVICES-SALARY & FRINGES APPRV","RELATED PARTY PHYSICIANS","841462", ,"841462"
"Line(00405)", ,"18","NURSING ADMINISTRATION","RELATED PARTY PHYSICIANS","-14343", ,"-14343"
"Line(00406)", ,"5","OTHER ADMIN AND GENERAL","RELATED PARTY PHYSICIANS","2837732", ,"2837732"
"Line(00407)", ,"50","OPERATING ROOM","RELATED PARTY PHYSICIANS","3283356", ,"3283356"
"Line(00408)", ,"53","ANESTHESIOLOGY","RELATED PARTY PHYSICIANS","1412333", ,"1412333"
"Line(00409)", ,"54","RADIOLOGY-DIAGNOSTIC","RELATED PARTY PHYSICIANS","3224600", ,"3224600"
"Line(00410)", ,"55","RADIOLOGY-THERAPEUTIC","RELATED PARTY PHYSICIANS","-102027", ,"-102027"
"Line(00411)", ,"60","LABORATORY","RELATED PARTY PHYSICIANS","3230000", ,"3230000"
"Line(00412)", ,"69","ELECTROCARDIOLOGY","RELATED PARTY PHYSICIANS","-39247", ,"-39247"
"Line(00413)", ,"70","ELECTROENCEPHALOGRAPHY","RELATED PARTY PHYSICIANS","-170069", ,"-170069"
"Line(00414)", ,"66","PHYSICAL THERAPY","RELATED PARTY PHYSICIANS","-6093", ,"-6093"
"Line(00415)", ,"67","OCCUPATIONAL THERAPY","RELATED PARTY PHYSICIANS","-35681", ,"-35681"
"Line(00416)", ,"76","AUDIOLOGY","RELATED PARTY PHYSICIANS","-12", ,"-12"
"Line(00417)", ,"65","RESPIRATORY THERAPY","RELATED PARTY PHYSICIANS","104555", ,"104555"
"Line(00418)", ,"76","CARDIOPULMONARY","RELATED PARTY PHYSICIANS","-157525", ,"-157525"
"Line(00419)", ,"76","ULTRASOUND DIAGNOSTIC","RELATED PARTY PHYSICIANS","481345", ,"481345"
"Line(00420)", ,"77","ORTHOTIC LAB","RELATED PARTY PHYSICIANS","118002", ,"118002"
"Line(00421)", ,"76","ECHOCARDIOGRAPHY","RELATED PARTY PHYSICIANS","-624844", ,"-624844"
"Line(00422)", ,"76","ENDOSCOPY","RELATED PARTY PHYSICIANS","579887", ,"579887"
"Line(00423)", ,"77","CEP TESTING","RELATED PARTY PHYSICIANS","-82428", ,"-82428"
"Line(00424)", ,"76","ONCOLOGY","RELATED PARTY PHYSICIANS","-804350", ,"-804350"
"Line(00425)", ,"77","SMH RADIATION ONCOLOGY AT PLUTA","RELATED PARTY PHYSICIANS","-447731", ,"-447731"
"Line(00426)", ,"77","HYPERBARIC OXYGEN THERAPY","RELATED PARTY PHYSICIANS","134694", ,"134694"
"Line(00427)", ,"76","NUTRITIONAL COUNSELING","RELATED PARTY PHYSICIANS","208322", ,"208322"
"Line(00428)", ,"77","LITHOTRIPSY","RELATED PARTY PHYSICIANS","196500", ,"196500"
"Line(00429)", ,"30","ADULTS & PEDIATRICS","RELATED PARTY PHYSICIANS","1197025", ,"1197025"
"Line(00430)", ,"31","INTENSIVE CARE UNIT","RELATED PARTY PHYSICIANS","66573", ,"66573"
"Line(00431)", ,"30","ADULTS & PEDIATRICS","RELATED PARTY PHYSICIANS","99717", ,"99717"
"Line(00432)", ,"40","SUBPROVIDER - IPF","RELATED PARTY PHYSICIANS","815568", ,"815568"
"Line(00433)", ,"35","NEONATAL INTENSIVE CARE UNIT","RELATED PARTY PHYSICIANS","700863", ,"700863"
"Line(00434)", ,"90","CLINIC","RELATED PARTY PHYSICIANS","9989926", ,"9989926"
"Line(00435)", ,"91","EMERGENCY","RELATED PARTY PHYSICIANS","2284597", ,"2284597"
"Line(00436)", ,"75","ASC (NON-DISTINCT PART)","RELATED PARTY PHYSICIANS","56403", ,"56403"
"Line(00437)", ,"105","KIDNEY ACQUISITION","RELATED PARTY PHYSICIANS","224274", ,"224274"
"Line(00438)", ,"90","ALL OTHER OMH PROGRAMS-O/P","RELATED PARTY PHYSICIANS","60376", ,"60376"
"Line(00439)", ,"90","MNT HLTH PARTIAL HOSP-O/P","RELATED PARTY PHYSICIANS","15374", ,"15374"
"Line(00440)", ,"90","METHADONE MAINT TREATMENT PROGRAM","RELATED PARTY PHYSICIANS","6849", ,"6849"
"Line(00441)", ,"107","LIVER ACQUISITION","RELATED PARTY PHYSICIANS","-30235", ,"-30235"
"Line(00442)", ,"91","CPEP","RELATED PARTY PHYSICIANS","261130", ,"261130"
"Line(00443)", ,"90","MENTAL HEALTH CLINIC","RELATED PARTY PHYSICIANS","14088", ,"14088"
"Line(00444)", ,"90","ALCOHOL/CHEMICAL DEPENDENCY CLINIC","RELATED PARTY PHYSICIANS","3505", ,"3505"
"Line(00445)", ,"106","HEART ACQUISITION","RELATED PARTY PHYSICIANS","66682", ,"66682"
"Line(00446)", ,"31","PEDIATRIC ICU","RELATED PARTY PHYSICIANS","1072549", ,"1072549"
"Line(00447)", ,"90","MENTAL HEALTH OUTPT ACT PROGRAMS","RELATED PARTY PHYSICIANS","-19512", ,"-19512"
"Line(00448)", ,"90","MENTAL HEALTH OUTPT ICM PROGRAMS","RELATED PARTY PHYSICIANS","-3342", ,"-3342"
"Line(00449)", ,"194","PHYSICIANS PRIVATE","RELATED PARTY PHYSICIANS","-11793", ,"-11793"
"Line(00450)", ,"4","EMPLOYEE BENEFITS DEPARTMENT","RELATED PARTY BENEFITS","5663145", ,"5663145"
"Line(00500)", , , , ,"44221907", ,"44221907"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A820010 ","-------------","-------------","-----------",""
"","","","","","","",""," FROM ____________","","",""
"","","","","",""," ________________",""," TO _______________","","",""
"","","","Cost Center/","","","","","Physician/","","5 Percent of",""
"","","Wkst. A","Physician","Total","Professional","Provider","RCE","Provider","Unadjusted","Unadjusted",""
"","","Line #","Identifier","Remuneration","Component","Component","Amount","Component Hours","RCE Limit","RCE Limit",""
"","","1","2","3","4","5","6","7","8","9",""
"Entity[553807] Report(A820010)", ,"Entity[553807] Report(A820010[00100])","Entity[553807] Report(A820010[00200])","Entity[553807] Report(A820010[00300])","Entity[553807] Report(A820010[00400])","Entity[553807] Report(A820010[00500])","Entity[553807] Report(A820010[00600])","Entity[553807] Report(A820010[00700])","Entity[553807] Report(A820010[00800])","Entity[553807] Report(A820010[00900])", , , , ,"Entity[553807] Report(A820010[01400])","Entity[553807] Report(A820010[01500])","Entity[553807] Report(A820010[01600])","Entity[553807] Report(A820010[01700])","Entity[553807] Report(A820010[01800])"
"Line(00100)", ,"4","EMPLOYEE BENEFITS DEPARTMENT","217173","216287","886","177200","9","767","38", , , , ,"4364","18","785","101","216388"
"Line(00200)", ,"16","MEDICAL RECORDS & LIBRARY","35026", ,"35026","177200","126","10734","537", , , , , , ,"10734","24292","24292"
"Line(00300)", ,"21","I&R SERVICES-SALARY & FRINGES APPRV","1087103","75103","1012000","177200","6776","577263","28863", , , , ,"2029","1889","579152","432848","507951"
"Line(00400)", ,"18","NURSING ADMINISTRATION","21300","2540","18760","177200","157","13375","669", , , , ,"1443","1271","14646","4114","6654"
"Line(00500)", ,"5","OTHER ADMIN AND GENERAL","6253773","2241411","4012362","177200","21157","1802414","90121", , , , ,"199721","128139","1930553","2081809","4323220"
"Line(00600)", ,"50","OPERATING ROOM","2603820","1754331","849489","208000","3991","399100","19955", , , , , , ,"399100","450389","2204720"
"Line(00700)", ,"53","ANESTHESIOLOGY","990704","176583","814121","200300","4307","414756","20738", , , , , , ,"414756","399365","575948"
"Line(00800)", ,"54","RADIOLOGY-DIAGNOSTIC","1273237","64861","1208376","225300","5617","608418","30421", , , , , , ,"608418","599958","664819"
"Line(00900)", ,"55","RADIOLOGY-THERAPEUTIC","3548677","2939226","609451","225300","2286","247613","12381", , , , ,"64635","11100","258713","350738","3289964"
"Line(01000)", ,"60","LABORATORY","5521610","3906730","1614880","215700","9470","982057","49103", , , , ,"60127","17585","999642","615238","4521968"
"Line(01100)", ,"70","ELECTROENCEPHALOGRAPHY","850939","774539","76400","177200","604","51456","2573", , , , ,"27106","2434","53890","22510","797049"
"Line(01200)", ,"66","PHYSICAL THERAPY","18180","7652","10528","177200","55","4686","234", , , , , , ,"4686","5842","13494"
"Line(01300)", ,"67","OCCUPATIONAL THERAPY","855284","692409","162875","177200","941","80166","4008", , , , ,"13168","2508","82674","80201","772610"
"Line(01400)", ,"76","AUDIOLOGY","52","30","22","177200","1","85","4", , , , , , ,"85", ,"30"
"Line(01500)", ,"65","RESPIRATORY THERAPY","36594","475","36119","177200","246","20957","1048", , , , ,"16","16","20973","15146","15621"
"Line(01600)", ,"76","CARDIOPULMONARY","1044374","523909","520465","177200","3343","284798","14240", , , , ,"578","288","285086","235379","759288"
"Line(01700)", ,"76","ULTRASOUND DIAGNOSTIC","755141","675725","79416","225300","389","42135","2107", , , , ,"170515","17933","60068","19348","695073"
"Line(01800)", ,"77","ORTHOTIC LAB","55226", ,"55226","177200","167","14227","711", , , , , , ,"14227","40999","40999"
"Line(01900)", ,"76","ECHOCARDIOGRAPHY","190971","99554","91417","177200","454","38677","1934", , , , , , ,"38677","52740","152294"
"Line(02000)", ,"76","ENDOSCOPY","1272951","1082007","190944","177200","1086","92519","4626", , , , ,"12849","1927","94446","96498","1178505"
"Line(02100)", ,"77","CEP TESTING","558419","486235","72184","177200","579","49326","2466", , , , ,"16497","2132","51458","20726","506961"
"Line(02200)", ,"76","ONCOLOGY","3054659","2514380","540279","177200","3953","336765","16838", , , , ,"79201","14008","350773","189506","2703886"
"Line(02300)", ,"77","SMH MEDICAL ONCOLOGY AT PLUTA","601911","601911", ,"177200", , , , , , , , , , , ,"601911"
"Line(02400)", ,"77","SMH RADIATION ONCOLOGY AT PLUTA","578633","578633", ,"177200", , , , , , , ,"14178", , , ,"578633"
"Line(02500)", ,"77","HYPERBARIC OXYGEN THERAPY","105410","57579","47831","177200","143","12183","609", , , , , , ,"12183","35648","93227"
"Line(02600)", ,"76","NUTRITIONAL COUNSELING","72107", ,"72107","177200","461","39274","1964", , , , , , ,"39274","32833","32833"
"Line(02700)", ,"77","LITHOTRIPSY","39028", ,"39028","177200","103","8775","439", , , , , , ,"8775","30253","30253"
"Line(02800)", ,"30","ADULTS & PEDIATRICS","1348942","694701","654241","177200","4394","374335","18717", , , , ,"11617","5634","379969","274272","968973"
"Line(02900)", ,"31","INTENSIVE CARE UNIT","449617","136567","313050","177200","2085","177626","8881", , , , ,"2383","1659","179285","133765","270332"
"Line(03000)", ,"30","ADULTS & PEDIATRICS","105104", ,"105104","140600","696","47047","2352", , , , , , ,"47047","58057","58057"
"Line(03100)", ,"40","SUBPROVIDER - IPF","2383278","1670096","713182","154100","4417","327240","16362", , , , ,"33718","10090","337330","375852","2045948"
"Line(03200)", ,"35","NEONATAL INTENSIVE CARE UNIT","686272","438282","247990","177200","1868","159139","7957", , , , , , ,"159139","88851","527133"
"Line(03300)", ,"90","CLINIC","16735206","12377763","4357443","177200","26350","2244817","112241", , , , ,"414644","107963","2352780","2004663","14382426"
"Line(03400)", ,"91","EMERGENCY","2619453","650530","1968923","177200","10482","892986","44649", , , , ,"39504","29693","922679","1046244","1696774"
"Line(03500)", ,"75","ASC (NON-DISTINCT PART)","71201", ,"71201","208000","378","37800","1890", , , , , , ,"37800","33401","33401"
"Line(03600)", ,"105","KIDNEY ACQUISITION","483584","339558","144026","177200","1048","89282","4464", , , , ,"220","66","89348","54678","394236"
"Line(03700)", ,"90","ALL OTHER OMH PROGRAMS-O/P","69521","21916","47605","154100","480","35562","1778", , , , ,"687","470","36032","11573","33489"
"Line(03800)", ,"90","MNT HLTH PARTIAL HOSP-O/P","181494","107034","74460","154100","617","45711","2286", , , , ,"2813","1154","46865","27595","134629"
"Line(03900)", ,"90","METHADONE MAINT TREATMENT PROGRAM","266440","176739","89701","154100","687","50897","2545", , , , ,"3943","1327","52224","37477","214216"
"Line(04000)", ,"107","LIVER ACQUISITION","238583","62388","176195","208000","942","94200","4710", , , , ,"1228","907","95107","81088","143476"
"Line(04100)", ,"91","CPEP","2017107","1768629","248478","154100","1644","121798","6090", , , , ,"38564","4751","126549","121929","1890558"
"Line(04200)", ,"90","MENTAL HEALTH CLINIC","1233021","1024181","208840","154100","1694","125503","6275", , , , ,"19647","3328","128831","80009","1104190"
"Line(04300)", ,"90","ALCOHOL/CHEMICAL DEPENDENCY CLINIC","173597","126511","47086","154100","365","27042","1352", , , , ,"3113","844","27886","19200","145711"
"Line(04400)", ,"106","HEART ACQUISITION","147921","85757","62164","208000","525","52500","2625", , , , ,"3198","1344","53844","8320","94077"
"Line(04500)", ,"31","PEDIATRIC ICU","1474122","1161815","312307","140600","2355","159189","7959", , , , ,"38575","8172","167361","144946","1306761"
"Line(04600)", ,"90","MENTAL HEALTH OUTPT ACT PROGRAMS","74208","51501","22707","154100","189","14002","700", , , , ,"1614","494","14496","8211","59712"
"Line(04700)", ,"90","MENTAL HEALTH OUTPT ICM PROGRAMS","20137","13308","6829","154100","53","3927","196", , , , ,"329","112","4039","2790","16098"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
